Ngay,Gia_Mua,Gia_Ban,Ty_Gia_USD,Gia_The_Gioi_USD,Nam,Thang,Chenh_Lech
2022-07-09,683240,744260,24206.27,23.94,2022,7,61020
2022-07-10,705830,766250,24180.5,24.68,2022,7,60420
2022-07-11,735230,795980,24203.63,25.61,2022,7,60750
2022-07-12,741430,800560,24196.88,25.77,2022,7,59130
2022-07-13,676420,736350,24231.04,23.67,2022,7,59930
2022-07-14,700340,758520,24196.0,24.41,2022,7,58180
2022-07-15,679300,740570,24216.21,23.82,2022,7,61270
2022-07-16,668500,730460,24235.99,23.47,2022,7,61960
2022-07-17,732960,792590,24259.55,25.44,2022,7,59630
2022-07-18,726410,784450,24240.82,25.2,2022,7,58040
2022-07-19,687860,746540,24239.21,23.99,2022,7,58680
2022-07-20,691300,751910,24281.5,24.12,2022,7,60610
2022-07-21,667970,728420,24237.3,23.41,2022,7,60450
2022-07-22,741840,802990,24231.77,25.81,2022,7,61150
2022-07-23,752740,811760,24277.09,26.04,2022,7,59020
2022-07-24,680210,741260,24268.7,23.79,2022,7,61050
2022-07-25,691550,752300,24266.65,24.14,2022,7,60750
2022-07-26,743710,803000,24298.33,25.74,2022,7,59290
2022-07-27,749550,809730,24297.1,25.95,2022,7,60180
2022-07-28,704720,763310,24290.72,24.47,2022,7,58590
2022-07-29,670940,730750,24285.71,23.43,2022,7,59810
2022-07-30,673960,735480,24323.74,23.55,2022,7,61520
2022-07-31,728900,788580,24326.15,25.25,2022,7,59680
2022-08-01,707650,769010,24320.64,24.62,2022,8,61360
2022-08-02,665940,726300,24355.57,23.22,2022,8,60360
2022-08-03,721430,780200,24317.56,24.99,2022,8,58770
2022-08-04,673120,733440,24316.46,23.49,2022,8,60320
2022-08-05,738350,798370,24334.7,25.55,2022,8,60020
2022-08-06,696710,756300,24350.14,24.19,2022,8,59590
2022-08-07,673080,731560,24360.21,23.39,2022,8,58480
2022-08-08,722870,782540,24358.68,25.02,2022,8,59670
2022-08-09,706180,764470,24373.31,24.43,2022,8,58290
2022-08-10,751590,809990,24355.0,25.9,2022,8,58400
2022-08-11,721660,781320,24401.16,24.94,2022,8,59660
2022-08-12,697980,757200,24384.01,24.18,2022,8,59220
2022-08-13,731210,792910,24407.74,25.3,2022,8,61700
2022-08-14,695540,755040,24401.86,24.1,2022,8,59500
2022-08-15,742830,803860,24409.31,25.65,2022,8,61030
2022-08-16,696650,756770,24416.74,24.14,2022,8,60120
2022-08-17,715840,776660,24420.65,24.77,2022,8,60820
2022-08-18,679790,738830,24429.31,23.55,2022,8,59040
2022-08-19,706160,767930,24445.35,24.46,2022,8,61770
2022-08-20,741800,801920,24434.1,25.56,2022,8,60120
2022-08-21,734100,795430,24447.52,25.34,2022,8,61330
2022-08-22,686670,746130,24441.28,23.77,2022,8,59460
2022-08-23,696260,754660,24469.96,24.02,2022,8,58400
2022-08-24,741670,802360,24443.95,25.56,2022,8,60690
2022-08-25,751260,809290,24486.85,25.74,2022,8,58030
2022-08-26,681180,741080,24464.97,23.59,2022,8,59900
2022-08-27,707100,765870,24449.85,24.39,2022,8,58770
2022-08-28,695420,755930,24478.97,24.05,2022,8,60510
2022-08-29,730710,792630,24472.57,25.22,2022,8,61920
2022-08-30,675330,735190,24501.13,23.37,2022,8,59860
2022-08-31,688440,749710,24484.47,23.85,2022,8,61270
2022-09-01,724470,784500,24493.31,24.94,2022,9,60030
2022-09-02,673370,733350,24477.39,23.33,2022,9,59980
2022-09-03,713190,774910,24504.69,24.63,2022,9,61720
2022-09-04,697700,759260,24480.85,24.15,2022,9,61560
2022-09-05,695600,756740,24499.19,24.06,2022,9,61140
2022-09-06,707560,766750,24540.09,24.33,2022,9,59190
2022-09-07,723460,783640,24546.21,24.86,2022,9,60180
2022-09-08,687540,746440,24546.55,23.68,2022,9,58900
2022-09-09,717180,776960,24531.4,24.67,2022,9,59780
2022-09-10,736500,796440,24550.92,25.26,2022,9,59940
2022-09-11,732020,793350,24557.32,25.16,2022,9,61330
2022-09-12,681510,743090,24545.74,23.58,2022,9,61580
2022-09-13,689350,749010,24591.4,23.72,2022,9,59660
2022-09-14,697110,755180,24587.75,23.92,2022,9,58070
2022-09-15,701070,762520,24577.01,24.16,2022,9,61450
2022-09-16,703820,762520,24586.47,24.15,2022,9,58700
2022-09-17,735670,796160,24594.93,25.21,2022,9,60490
2022-09-18,678310,736410,24566.91,23.34,2022,9,58100
2022-09-19,673890,733490,24599.57,23.22,2022,9,59600
2022-09-20,698940,760880,24598.79,24.09,2022,9,61940
2022-09-21,728460,786860,24599.73,24.91,2022,9,58400
2022-09-22,677930,737620,24616.28,23.34,2022,9,59690
2022-09-23,723820,783050,24653.19,24.74,2022,9,59230
2022-09-24,696630,758250,24641.58,23.96,2022,9,61620
2022-09-25,739340,800820,24629.14,25.32,2022,9,61480
2022-09-26,747460,806410,24652.03,25.48,2022,9,58950
2022-09-27,696710,755030,24670.17,23.83,2022,9,58320
2022-09-28,689600,750110,24668.79,23.68,2022,9,60510
2022-09-29,702530,761880,24661.55,24.06,2022,9,59350
2022-09-30,687610,748300,24656.69,23.63,2022,9,60690
2022-10-01,724860,782990,24682.6,24.7,2022,10,58130
2022-10-02,739240,797770,24683.77,25.17,2022,10,58530
2022-10-03,732920,793670,24697.03,25.03,2022,10,60750
2022-10-04,744690,803540,24698.87,25.34,2022,10,58850
2022-10-05,702520,763950,24710.83,24.08,2022,10,61430
2022-10-06,687170,745400,24692.79,23.51,2022,10,58230
2022-10-07,732010,790870,24726.32,24.91,2022,10,58860
2022-10-08,695380,757370,24715.26,23.86,2022,10,61990
2022-10-09,729400,789130,24749.16,24.83,2022,10,59730
2022-10-10,691530,752340,24713.43,23.71,2022,10,60810
2022-10-11,677530,736260,24755.55,23.16,2022,10,58730
2022-10-12,756670,817110,24738.21,25.72,2022,10,60440
2022-10-13,685300,746200,24731.21,23.5,2022,10,60900
2022-10-14,755450,814710,24739.46,25.65,2022,10,59260
2022-10-15,751660,812980,24747.65,25.58,2022,10,61320
2022-10-16,737750,798160,24764.56,25.1,2022,10,60410
2022-10-17,728680,788240,24771.78,24.78,2022,10,59560
2022-10-18,719280,779510,24761.07,24.52,2022,10,60230
2022-10-19,744560,804870,24775.04,25.3,2022,10,60310
2022-10-20,699230,757890,24813.28,23.79,2022,10,58660
2022-10-21,706740,766350,24812.8,24.05,2022,10,59610
2022-10-22,724880,784250,24799.17,24.63,2022,10,59370
2022-10-23,696510,756110,24798.93,23.74,2022,10,59600
2022-10-24,700380,761420,24805.9,23.9,2022,10,61040
2022-10-25,694120,754050,24819.04,23.66,2022,10,59930
2022-10-26,719220,780980,24800.23,24.52,2022,10,61760
2022-10-27,745950,805120,24817.45,25.26,2022,10,59170
2022-10-28,682550,742210,24802.02,23.31,2022,10,59660
2022-10-29,750600,811750,24838.78,25.45,2022,10,61150
2022-10-30,733110,793290,24848.23,24.86,2022,10,60180
2022-10-31,744270,804460,24837.01,25.22,2022,10,60190
2022-11-01,716870,775080,24873.61,24.27,2022,11,58210
2022-11-02,738960,798550,24830.55,25.05,2022,11,59590
2022-11-03,675580,734660,24825.92,23.05,2022,11,59080
2022-11-04,734530,796530,24850.19,24.96,2022,11,62000
2022-11-05,675950,735180,24861.47,23.03,2022,11,59230
2022-11-06,743520,805060,24869.96,25.21,2022,11,61540
2022-11-07,748940,809640,24836.76,25.39,2022,11,60700
2022-11-08,697780,757140,24858.77,23.72,2022,11,59360
2022-11-09,694800,754970,24840.95,23.67,2022,11,60170
2022-11-10,731340,792700,24837.88,24.85,2022,11,61360
2022-11-11,692780,754310,24852.67,23.64,2022,11,61530
2022-11-12,740180,798820,24848.14,25.04,2022,11,58640
2022-11-13,682620,741980,24813.65,23.29,2022,11,59360
2022-11-14,686710,746050,24858.38,23.37,2022,11,59340
2022-11-15,754640,812810,24855.88,25.47,2022,11,58170
2022-11-16,726300,786690,24824.73,24.68,2022,11,60390
2022-11-17,733390,794810,24839.0,24.92,2022,11,61420
2022-11-18,695160,754690,24839.41,23.66,2022,11,59530
2022-11-19,719320,780280,24834.85,24.47,2022,11,60960
2022-11-20,721770,782280,24821.63,24.54,2022,11,60510
2022-11-21,724940,784440,24818.75,24.61,2022,11,59500
2022-11-22,728660,787220,24827.38,24.69,2022,11,58560
2022-11-23,716870,777710,24844.3,24.38,2022,11,60840
2022-11-24,703890,765310,24833.8,24.0,2022,11,61420
2022-11-25,693320,754060,24819.03,23.66,2022,11,60740
2022-11-26,735470,793540,24835.1,24.88,2022,11,58070
2022-11-27,686020,744880,24779.74,23.41,2022,11,58860
2022-11-28,734490,792770,24838.64,24.86,2022,11,58280
2022-11-29,689150,749430,24794.26,23.54,2022,11,60280
2022-11-30,717090,778120,24813.86,24.42,2022,11,61030
2022-12-01,735980,794420,24801.44,24.95,2022,12,58440
2022-12-02,681410,742760,24797.76,23.33,2022,12,61350
2022-12-03,672120,732340,24833.53,22.97,2022,12,60220
2022-12-04,680080,740840,24808.04,23.26,2022,12,60760
2022-12-05,723170,785060,24819.2,24.63,2022,12,61890
2022-12-06,746870,805200,24812.24,25.27,2022,12,58330
2022-12-07,674360,735960,24819.04,23.09,2022,12,61600
2022-12-08,729510,788010,24811.98,24.73,2022,12,58500
2022-12-09,697880,757450,24790.52,23.79,2022,12,59570
2022-12-10,706450,767860,24823.65,24.09,2022,12,61410
2022-12-11,740260,801890,24800.24,25.18,2022,12,61630
2022-12-12,697620,757650,24783.24,23.81,2022,12,60030
2022-12-13,709480,769860,24799.11,24.18,2022,12,60380
2022-12-14,673350,734180,24826.98,23.03,2022,12,60830
2022-12-15,676530,737860,24816.17,23.16,2022,12,61330
2022-12-16,697090,755580,24797.12,23.73,2022,12,58490
2022-12-17,669820,731060,24796.06,22.96,2022,12,61240
2022-12-18,731620,791550,24795.41,24.86,2022,12,59930
2022-12-19,714010,773810,24830.33,24.27,2022,12,59800
2022-12-20,707860,767560,24803.85,24.1,2022,12,59700
2022-12-21,685160,745200,24803.51,23.4,2022,12,60040
2022-12-22,693120,754900,24811.45,23.69,2022,12,61780
2022-12-23,722430,782620,24798.52,24.58,2022,12,60190
2022-12-24,753020,814830,24790.0,25.6,2022,12,61810
2022-12-25,676920,735640,24789.88,23.11,2022,12,58720
2022-12-26,743530,804430,24790.69,25.27,2022,12,60900
2022-12-27,719060,780310,24790.15,24.51,2022,12,61250
2022-12-28,718430,779150,24800.56,24.47,2022,12,60720
2022-12-29,715460,775890,24789.37,24.38,2022,12,60430
2022-12-30,679720,739980,24798.52,23.24,2022,12,60260
2022-12-31,677650,739090,24785.26,23.22,2022,12,61440
2023-01-01,836490,897780,24786.59,28.21,2023,1,61290
2023-01-02,809090,867580,24754.38,27.29,2023,1,58490
2023-01-03,874210,935600,24797.04,29.38,2023,1,61390
2023-01-04,818760,878420,24787.43,27.6,2023,1,59660
2023-01-05,780560,839570,24796.15,26.37,2023,1,59010
2023-01-06,849240,910720,24736.67,28.67,2023,1,61480
2023-01-07,807860,867590,24810.38,27.23,2023,1,59730
2023-01-08,830720,891950,24775.91,28.04,2023,1,61230
2023-01-09,854450,913500,24793.56,28.69,2023,1,59050
2023-01-10,876080,934100,24760.28,29.38,2023,1,58020
2023-01-11,860980,920960,24784.02,28.94,2023,1,59980
2023-01-12,847630,906030,24757.96,28.5,2023,1,58400
2023-01-13,849470,910490,24763.35,28.63,2023,1,61020
2023-01-14,886450,945550,24800.36,29.69,2023,1,59100
2023-01-15,803400,863170,24767.73,27.14,2023,1,59770
2023-01-16,775500,833850,24772.79,26.21,2023,1,58350
2023-01-17,803360,862510,24781.52,27.1,2023,1,59150
2023-01-18,798500,859630,24774.85,27.02,2023,1,61130
2023-01-19,848260,906870,24768.61,28.51,2023,1,58610
2023-01-20,841150,901740,24770.77,28.35,2023,1,60590
2023-01-21,840090,901760,24800.29,28.32,2023,1,61670
2023-01-22,765050,825770,24762.31,25.97,2023,1,60720
2023-01-23,860170,921410,24765.13,28.97,2023,1,61240
2023-01-24,804740,863180,24776.82,27.13,2023,1,58440
2023-01-25,848720,907720,24776.58,28.53,2023,1,59000
2023-01-26,832600,894180,24776.75,28.11,2023,1,61580
2023-01-27,806700,867560,24767.46,27.28,2023,1,60860
2023-01-28,780350,840910,24739.68,26.47,2023,1,60560
2023-01-29,780580,841240,24780.27,26.44,2023,1,60660
2023-01-30,868950,928610,24737.51,29.23,2023,1,59660
2023-01-31,875400,933580,24758.19,29.37,2023,1,58180
2023-02-01,837980,899120,24741.27,28.3,2023,2,61140
2023-02-02,778650,839360,24750.57,26.41,2023,2,60710
2023-02-03,815460,875350,24755.4,27.54,2023,2,59890
2023-02-04,852520,914120,24754.23,28.76,2023,2,61600
2023-02-05,861890,921230,24754.68,28.98,2023,2,59340
2023-02-06,786580,845760,24771.5,26.59,2023,2,59180
2023-02-07,764910,826400,24753.04,26.0,2023,2,61490
2023-02-08,854190,915380,24741.51,28.81,2023,2,61190
2023-02-09,813140,873200,24758.58,27.47,2023,2,60060
2023-02-10,797300,855820,24760.9,26.92,2023,2,58520
2023-02-11,775670,834530,24723.59,26.29,2023,2,58860
2023-02-12,833060,893680,24749.9,28.12,2023,2,60620
2023-02-13,871240,930780,24750.4,29.29,2023,2,59540
2023-02-14,878120,939470,24734.36,29.58,2023,2,61350
2023-02-15,835390,897190,24758.4,28.22,2023,2,61800
2023-02-16,827590,888810,24734.46,27.98,2023,2,61220
2023-02-17,778670,838180,24737.53,26.39,2023,2,59510
2023-02-18,831550,892700,24731.99,28.11,2023,2,61150
2023-02-19,811340,870750,24733.76,27.42,2023,2,59410
2023-02-20,844540,903210,24716.03,28.46,2023,2,58670
2023-02-21,815590,873720,24709.81,27.54,2023,2,58130
2023-02-22,797830,857370,24754.27,26.97,2023,2,59540
2023-02-23,782970,844580,24716.59,26.61,2023,2,61610
2023-02-24,810420,869380,24713.36,27.4,2023,2,58960
2023-02-25,786410,845240,24694.88,26.66,2023,2,58830
2023-02-26,790960,852840,24716.53,26.87,2023,2,61880
2023-02-27,879520,937620,24705.21,29.56,2023,2,58100
2023-02-28,818420,879560,24748.63,27.68,2023,2,61140
2023-03-01,832590,891880,24738.09,28.08,2023,3,59290
2023-03-02,868840,926990,24711.56,29.21,2023,3,58150
2023-03-03,882780,944450,24754.61,29.71,2023,3,61670
2023-03-04,837140,895700,24734.49,28.2,2023,3,58560
2023-03-05,858710,918920,24713.83,28.96,2023,3,60210
2023-03-06,807880,866980,24680.16,27.36,2023,3,59100
2023-03-07,802420,860680,24750.95,27.08,2023,3,58260
2023-03-08,812040,870240,24694.69,27.44,2023,3,58200
2023-03-09,850560,909020,24689.79,28.67,2023,3,58460
2023-03-10,841180,899470,24728.75,28.33,2023,3,58290
2023-03-11,802580,863620,24748.95,27.18,2023,3,61040
2023-03-12,794350,854290,24732.06,26.9,2023,3,59940
2023-03-13,846760,906130,24718.69,28.55,2023,3,59370
2023-03-14,782800,842470,24718.1,26.54,2023,3,59670
2023-03-15,841590,903310,24720.92,28.46,2023,3,61720
2023-03-16,841900,903540,24718.44,28.47,2023,3,61640
2023-03-17,846550,907410,24710.22,28.6,2023,3,60860
2023-03-18,849770,911310,24706.5,28.73,2023,3,61540
2023-03-19,869870,929150,24702.94,29.29,2023,3,59280
2023-03-20,831500,891020,24691.51,28.1,2023,3,59520
2023-03-21,848890,909340,24697.55,28.67,2023,3,60450
2023-03-22,833630,894120,24675.31,28.22,2023,3,60490
2023-03-23,796330,856260,24698.17,27.0,2023,3,59930
2023-03-24,778080,837680,24683.76,26.43,2023,3,59600
2023-03-25,795120,857060,24680.98,27.04,2023,3,61940
2023-03-26,820300,881580,24699.17,27.8,2023,3,61280
2023-03-27,840760,900500,24716.29,28.37,2023,3,59740
2023-03-28,864330,925240,24708.13,29.16,2023,3,60910
2023-03-29,785750,844830,24669.74,26.67,2023,3,59080
2023-03-30,786990,845390,24677.39,26.68,2023,3,58400
2023-03-31,881520,940930,24705.29,29.66,2023,3,59410
2023-04-01,786360,845970,24675.38,26.7,2023,4,59610
2023-04-02,826110,884180,24685.69,27.89,2023,4,58070
2023-04-03,830800,892060,24696.25,28.13,2023,4,61260
2023-04-04,826300,885740,24672.42,27.96,2023,4,59440
2023-04-05,780170,840490,24687.46,26.51,2023,4,60320
2023-04-06,783960,842260,24664.81,26.59,2023,4,58300
2023-04-07,782240,840940,24674.74,26.54,2023,4,58700
2023-04-08,829880,891440,24687.5,28.12,2023,4,61560
2023-04-09,832020,892450,24657.75,28.19,2023,4,60430
2023-04-10,797320,859120,24687.2,27.1,2023,4,61800
2023-04-11,839590,901590,24679.23,28.45,2023,4,62000
2023-04-12,863830,923320,24686.76,29.13,2023,4,59490
2023-04-13,776900,836100,24680.77,26.38,2023,4,59200
2023-04-14,828000,889430,24696.82,28.05,2023,4,61430
2023-04-15,853190,915180,24677.17,28.88,2023,4,61990
2023-04-16,809280,869800,24667.79,27.46,2023,4,60520
2023-04-17,800040,861220,24675.01,27.18,2023,4,61180
2023-04-18,846400,907530,24680.27,28.64,2023,4,61130
2023-04-19,871800,931220,24671.79,29.39,2023,4,59420
2023-04-20,866290,926590,24670.61,29.25,2023,4,60300
2023-04-21,838240,899570,24658.41,28.41,2023,4,61330
2023-04-22,855520,916270,24657.94,28.94,2023,4,60750
2023-04-23,816570,874650,24645.78,27.64,2023,4,58080
2023-04-24,844470,903820,24692.01,28.51,2023,4,59350
2023-04-25,820150,878730,24646.05,27.77,2023,4,58580
2023-04-26,794270,853200,24653.25,26.95,2023,4,58930
2023-04-27,847520,909140,24651.81,28.72,2023,4,61620
2023-04-28,836080,894230,24674.95,28.22,2023,4,58150
2023-04-29,811580,870460,24656.05,27.49,2023,4,58880
2023-04-30,866000,925240,24678.13,29.2,2023,4,59240
2023-05-01,769030,829500,24648.25,26.21,2023,5,60470
2023-05-02,808600,868740,24661.48,27.43,2023,5,60140
2023-05-03,775460,834330,24643.71,26.37,2023,5,58870
2023-05-04,850910,909570,24687.35,28.69,2023,5,58660
2023-05-05,854010,912960,24636.3,28.86,2023,5,58950
2023-05-06,810520,870530,24657.71,27.49,2023,5,60010
2023-05-07,849390,908470,24661.51,28.69,2023,5,59080
2023-05-08,812980,874770,24657.15,27.63,2023,5,61790
2023-05-09,860320,920180,24647.1,29.07,2023,5,59860
2023-05-10,828670,886910,24646.88,28.02,2023,5,58240
2023-05-11,816230,877150,24648.42,27.71,2023,5,60920
2023-05-12,884710,944030,24644.5,29.83,2023,5,59320
2023-05-13,799210,859820,24660.11,27.15,2023,5,60610
2023-05-14,779780,838900,24677.75,26.47,2023,5,59120
2023-05-15,847340,907620,24635.17,28.69,2023,5,60280
2023-05-16,883280,944370,24621.92,29.87,2023,5,61090
2023-05-17,812360,874070,24640.09,27.63,2023,5,61710
2023-05-18,776180,835220,24679.05,26.36,2023,5,59040
2023-05-19,808750,868090,24627.24,27.45,2023,5,59340
2023-05-20,830080,889940,24662.82,28.1,2023,5,59860
2023-05-21,794040,855750,24662.34,27.02,2023,5,61710
2023-05-22,842640,904250,24627.81,28.59,2023,5,61610
2023-05-23,887590,945950,24643.59,29.89,2023,5,58360
2023-05-24,827840,886370,24658.43,27.99,2023,5,58530
2023-05-25,808030,868010,24627.25,27.45,2023,5,59980
2023-05-26,820230,878660,24628.83,27.78,2023,5,58430
2023-05-27,789790,849170,24622.1,26.86,2023,5,59380
2023-05-28,871160,929750,24614.54,29.42,2023,5,58590
2023-05-29,818020,878560,24618.97,27.79,2023,5,60540
2023-05-30,816090,877890,24609.29,27.78,2023,5,61800
2023-05-31,842720,904710,24627.1,28.61,2023,5,61990
2023-06-01,826250,885750,24613.98,28.02,2023,6,59500
2023-06-02,843800,904200,24627.98,28.59,2023,6,60400
2023-06-03,770620,832050,24600.07,26.34,2023,6,61430
2023-06-04,862750,921220,24627.32,29.13,2023,6,58470
2023-06-05,877150,937910,24633.8,29.65,2023,6,60760
2023-06-06,844300,903940,24590.33,28.63,2023,6,59640
2023-06-07,880460,939280,24624.79,29.71,2023,6,58820
2023-06-08,792080,851690,24636.53,26.92,2023,6,59610
2023-06-09,818240,876540,24598.91,27.75,2023,6,58300
2023-06-10,830600,891380,24641.09,28.17,2023,6,60780
2023-06-11,837530,896540,24621.23,28.36,2023,6,59010
2023-06-12,816740,875990,24603.31,27.73,2023,6,59250
2023-06-13,808880,867360,24611.99,27.45,2023,6,58480
2023-06-14,782180,843640,24620.14,26.69,2023,6,61460
2023-06-15,821190,881160,24611.85,27.88,2023,6,59970
2023-06-16,784090,844380,24617.73,26.71,2023,6,60290
2023-06-17,857920,918200,24594.78,29.07,2023,6,60280
2023-06-18,794230,853870,24610.07,27.02,2023,6,59640
2023-06-19,775040,833810,24585.26,26.41,2023,6,58770
2023-06-20,832410,893390,24603.74,28.28,2023,6,60980
2023-06-21,842030,900540,24590.79,28.52,2023,6,58510
2023-06-22,871280,929700,24592.26,29.44,2023,6,58420
2023-06-23,837610,898450,24620.78,28.42,2023,6,60840
2023-06-24,812180,871020,24617.55,27.55,2023,6,58840
2023-06-25,857670,916900,24609.25,29.02,2023,6,59230
2023-06-26,841470,901370,24582.67,28.56,2023,6,59900
2023-06-27,782380,842180,24593.25,26.67,2023,6,59800
2023-06-28,836530,897360,24615.14,28.39,2023,6,60830
2023-06-29,874300,934790,24598.01,29.6,2023,6,60490
2023-06-30,817040,877620,24629.61,27.75,2023,6,60580
2023-07-01,796690,857550,24599.66,27.15,2023,7,60860
2023-07-02,791710,850880,24595.59,26.94,2023,7,59170
2023-07-03,778300,837590,24587.01,26.53,2023,7,59290
2023-07-04,820870,880620,24592.59,27.89,2023,7,59750
2023-07-05,836670,895900,24587.24,28.38,2023,7,59230
2023-07-06,777760,839700,24599.09,26.58,2023,7,61940
2023-07-07,883800,945060,24601.76,29.92,2023,7,61260
2023-07-08,859850,918510,24574.56,29.11,2023,7,58660
2023-07-09,840800,898820,24565.33,28.49,2023,7,58020
2023-07-10,869830,928000,24556.69,29.43,2023,7,58170
2023-07-11,778870,837850,24590.8,26.53,2023,7,58980
2023-07-12,827730,886190,24565.57,28.09,2023,7,58460
2023-07-13,836500,896630,24548.77,28.44,2023,7,60130
2023-07-14,863720,925150,24585.83,29.3,2023,7,61430
2023-07-15,866500,927450,24616.34,29.34,2023,7,60950
2023-07-16,800250,859110,24577.79,27.22,2023,7,58860
2023-07-17,871840,931440,24589.4,29.5,2023,7,59600
2023-07-18,791610,851640,24576.99,26.99,2023,7,60030
2023-07-19,874060,935300,24573.22,29.64,2023,7,61240
2023-07-20,885970,947330,24587.43,30.01,2023,7,61360
2023-07-21,783710,845350,24568.23,26.8,2023,7,61640
2023-07-22,855350,915390,24575.54,29.01,2023,7,60040
2023-07-23,774020,834800,24575.3,26.45,2023,7,60780
2023-07-24,812350,870800,24559.39,27.61,2023,7,58450
2023-07-25,825570,885830,24583.23,28.06,2023,7,60260
2023-07-26,832300,891290,24564.67,28.26,2023,7,58990
2023-07-27,876620,936350,24554.9,29.7,2023,7,59730
2023-07-28,847310,907850,24573.22,28.77,2023,7,60540
2023-07-29,824820,883850,24550.64,28.04,2023,7,59030
2023-07-30,870340,928550,24563.48,29.44,2023,7,58210
2023-07-31,876600,934640,24561.86,29.63,2023,7,58040
2023-08-01,772340,830430,24577.23,26.31,2023,8,58090
2023-08-02,880670,938700,24567.0,29.76,2023,8,58030
2023-08-03,780280,838720,24558.45,26.6,2023,8,58440
2023-08-04,867890,926850,24570.03,29.38,2023,8,58960
2023-08-05,800120,859000,24577.56,27.22,2023,8,58880
2023-08-06,779860,841810,24564.01,26.69,2023,8,61950
2023-08-07,823700,882920,24554.74,28.0,2023,8,59220
2023-08-08,843820,902330,24533.85,28.64,2023,8,58510
2023-08-09,815270,875450,24536.49,27.79,2023,8,60180
2023-08-10,772990,834420,24546.83,26.47,2023,8,61430
2023-08-11,835640,896350,24541.21,28.44,2023,8,60710
2023-08-12,878360,937540,24546.49,29.74,2023,8,59180
2023-08-13,805610,865860,24549.09,27.47,2023,8,60250
2023-08-14,792170,853030,24555.12,27.05,2023,8,60860
2023-08-15,812220,873130,24545.06,27.7,2023,8,60910
2023-08-16,776940,837610,24552.36,26.57,2023,8,60670
2023-08-17,867270,928750,24544.97,29.47,2023,8,61480
2023-08-18,865450,926930,24513.31,29.45,2023,8,61480
2023-08-19,834080,894400,24527.79,28.4,2023,8,60320
2023-08-20,807970,867690,24538.66,27.54,2023,8,59720
2023-08-21,859780,920350,24521.62,29.23,2023,8,60570
2023-08-22,834160,895430,24547.7,28.41,2023,8,61270
2023-08-23,871820,929840,24560.61,29.48,2023,8,58020
2023-08-24,837020,898990,24554.87,28.51,2023,8,61970
2023-08-25,865060,923790,24532.33,29.33,2023,8,58730
2023-08-26,837480,897360,24556.83,28.46,2023,8,59880
2023-08-27,815500,876990,24535.64,27.84,2023,8,61490
2023-08-28,882040,940940,24527.3,29.88,2023,8,58900
2023-08-29,831630,891540,24522.09,28.31,2023,8,59910
2023-08-30,845460,903990,24525.7,28.7,2023,8,58530
2023-08-31,793640,853220,24523.35,27.1,2023,8,59580
2023-09-01,837810,896520,24530.67,28.46,2023,9,58710
2023-09-02,838560,898010,24529.47,28.51,2023,9,59450
2023-09-03,789980,849470,24526.05,26.97,2023,9,59490
2023-09-04,774170,836140,24531.5,26.54,2023,9,61970
2023-09-05,834440,896420,24541.74,28.45,2023,9,61980
2023-09-06,860100,918560,24537.07,29.15,2023,9,58460
2023-09-07,825610,886510,24499.49,28.18,2023,9,60900
2023-09-08,797670,855880,24482.4,27.23,2023,9,58210
2023-09-09,834420,892540,24533.66,28.33,2023,9,58120
2023-09-10,784050,842470,24498.09,26.78,2023,9,58420
2023-09-11,815610,877470,24514.16,27.88,2023,9,61860
2023-09-12,785720,847480,24498.92,26.94,2023,9,61760
2023-09-13,796500,855280,24488.38,27.2,2023,9,58780
2023-09-14,800370,859020,24522.47,27.28,2023,9,58650
2023-09-15,815140,874100,24524.68,27.76,2023,9,58960
2023-09-16,771830,831890,24503.59,26.44,2023,9,60060
2023-09-17,809540,869820,24472.31,27.68,2023,9,60280
2023-09-18,829490,888380,24501.92,28.24,2023,9,58890
2023-09-19,815570,876600,24514.94,27.85,2023,9,61030
2023-09-20,810710,869950,24485.82,27.67,2023,9,59240
2023-09-21,865940,927630,24509.69,29.47,2023,9,61690
2023-09-22,782210,842840,24505.65,26.78,2023,9,60630
2023-09-23,827830,887580,24513.51,28.2,2023,9,59750
2023-09-24,777380,838540,24505.56,26.65,2023,9,61160
2023-09-25,776740,838010,24488.11,26.65,2023,9,61270
2023-09-26,827400,886560,24519.6,28.16,2023,9,59160
2023-09-27,832300,891660,24498.21,28.34,2023,9,59360
2023-09-28,868600,930340,24499.12,29.57,2023,9,61740
2023-09-29,839720,898380,24484.47,28.57,2023,9,58660
2023-09-30,875690,933860,24490.76,29.7,2023,9,58170
2023-10-01,774810,834630,24483.08,26.55,2023,10,59820
2023-10-02,786550,847750,24492.7,26.96,2023,10,61200
2023-10-03,774020,835110,24519.91,26.52,2023,10,61090
2023-10-04,791690,853370,24472.6,27.16,2023,10,61680
2023-10-05,837240,897370,24467.91,28.56,2023,10,60130
2023-10-06,843740,902140,24513.13,28.66,2023,10,58400
2023-10-07,772920,833270,24486.86,26.5,2023,10,60350
2023-10-08,878270,939380,24478.91,29.89,2023,10,61110
2023-10-09,877270,935640,24503.48,29.74,2023,10,58370
2023-10-10,805220,863910,24477.74,27.49,2023,10,58690
2023-10-11,783400,841450,24513.15,26.73,2023,10,58050
2023-10-12,789220,849590,24494.87,27.01,2023,10,60370
2023-10-13,787810,849360,24476.33,27.02,2023,10,61550
2023-10-14,788090,848770,24514.95,26.96,2023,10,60680
2023-10-15,822630,884560,24472.44,28.15,2023,10,61930
